EXT_SOURCE_2,EXT_SOURCE_3,DAYS_BIRTH,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,BURO_CREDIT_ACTIVE_Closed_MEAN,BURO_DAYS_CREDIT_MIN,DAYS_EMPLOYED,REGION_RATING_CLIENT,PREV_NAME_PRODUCT_TYPE_walkin_MEAN,DAYS_EMPLOYED_PERC,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Highereducation,DAYS_LAST_PHONE_CHANGE,CODE_GENDER,BURO_DAYS_CREDIT_MAX,DAYS_ID_PUBLISH,REG_CITY_NOT_WORK_CITY,NAME_EDUCATION_TYPE_Secondarysecondaryspecial,CLOSED_DAYS_CREDIT_MAX,BURO_CREDIT_ACTIVE_Active_MEAN,NAME_INCOME_TYPE_Pensioner,FLAG_EMP_PHONE,REG_CITY_NOT_LIVE_CITY,FLAG_DOCUMENT_3,ACTIVE_DAYS_CREDIT_MAX,OCCUPATION_TYPE_Laborers,BURO_DAYS_CREDIT_VAR,DAYS_REGISTRATION,CLOSED_DAYS_CREDIT_VAR,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,TARGET,SK_ID_CURR,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE
0.2479459661720905,0.1437580534911652,-29.85753424657534,0.47368421052631576,0.5,1574.0,1147.0,2,0.2631578947368421,0.10524866948063864,1,1,563.0,1,191.0,1981.0,0,0,615.0,0.5,0,1,0,1,191.0,0,244229.69642857142,1868.0,179707.58333333337,0.2631578947368421,0,438333,0,315000.0,252000.0,19908.0,19908.0
0.4326890865933022,0.5352762504724826,-30.506849315068493,0.0,0.0,0.0,2208.0,3,0.0,0.19829366861248315,1,0,-0.0,1,0.0,1032.0,1,1,0.0,0.0,0,1,0,1,0.0,0,0.0,362.0,0.0,1.0,0,242095,0,135000.0,1042560.0,34587.0,34587.0
0.6772076469131038,0.6479768603302221,-26.167123287671235,0.0,0.5,536.0,855.0,1,0.0,0.08951942205004712,0,0,160.0,1,396.0,2167.0,1,1,536.0,0.5,0,1,0,0,396.0,0,9800.0,4386.0,0.0,1.0,0,327296,1,180000.0,270000.0,13500.0,13500.0
0.4264626656501308,0.5602843280409464,-31.991780821917807,0.0,0.5714285714285714,1440.0,1615.0,2,0.0,0.13830607176500814,1,0,1628.0,1,438.0,4031.0,1,1,694.0,0.42857142857142855,0,1,0,1,438.0,0,144162.9523809524,425.0,111046.91666666667,0.5,0,232781,0,112500.0,728460.0,40675.5,40675.5
0.2906175553964638,0.5989262182569273,-48.13972602739726,0.2857142857142857,0.0,301.0,809.0,2,0.14285714285714285,0.04604177337658642,0,1,1140.0,1,301.0,115.0,0,0,0.0,1.0,0,1,0,1,301.0,0,0.0,11233.0,0.0,0.42857142857142855,0,385427,0,112500.0,622413.0,30073.5,30073.5
0.5867550068877813,0.6313545365850379,-44.06575342465754,0.0,1.0,1526.0,8846.0,2,0.0,0.5499875652822681,1,0,1635.0,1,1526.0,4788.0,0,1,1526.0,0.0,0,1,0,1,0.0,0,0.0,7079.0,0.0,1.0,0,392679,2,225000.0,814041.0,23931.0,23931.0
0.6239918162157189,0.2327247762679433,-35.1013698630137,0.2857142857142857,0.25,1922.0,5310.0,2,0.2857142857142857,0.41445519825163907,1,0,543.0,1,102.0,4186.0,0,1,1922.0,0.75,0,1,0,1,102.0,1,818978.9166666666,6726.0,0.0,0.5714285714285714,0,321048,0,67500.0,45000.0,3685.5,3685.5
0.7509992407673993,0.7106743858828587,-49.93150684931507,0.0,0.5,2771.0,717.0,1,0.0,0.039341563786008234,0,1,2949.0,0,411.0,1771.0,0,0,2771.0,0.5,0,1,0,0,411.0,0,2784800.0,7983.0,0.0,0.0,0,264396,1,274500.0,674635.5,32584.5,32584.5
0.368805519448438,0.2925880073368475,-60.33972602739726,0.0,0.0,738.0,1648.0,2,0.0,0.11873272799052507,0,0,37.0,1,37.0,4104.0,0,1,0.0,1.0,1,0,0,0,37.0,0,245700.5,385.0,0.0,1.0,0,390373,0,112500.0,573628.5,22878.0,22878.0
0.6758294163726332,0.7076993447402619,-62.35342465753425,0.0,0.75,2006.0,1648.0,2,0.0,0.11873272799052507,0,0,1593.0,1,971.0,2322.0,0,1,971.0,0.25,1,0,1,0,1022.0,0,238562.0,7542.0,313810.3333333334,0.75,0,425013,0,90000.0,270000.0,13500.0,13500.0
0.2366266020321532,0.6363761710860439,-56.632876712328766,0.2857142857142857,0.75,2859.0,1648.0,2,0.14285714285714285,0.11873272799052507,0,0,425.0,1,379.0,4140.0,0,1,2416.0,0.25,1,0,0,0,379.0,0,1106743.9285714286,4634.0,31693.099999999995,0.7142857142857143,0,210723,0,49500.0,152820.0,9895.5,9895.5
0.6511920848944915,0.2032521136204725,-51.821917808219176,0.6666666666666666,0.5,1641.0,199.0,1,0.0,0.010520750726936295,0,0,-0.0,0,18.0,919.0,0,1,32.0,0.5,0,1,0,1,18.0,0,641777.5833333334,1669.0,1294440.5,0.3333333333333333,0,338269,0,337500.0,579942.0,45949.5,45949.5
0.5835434696626771,0.5352762504724826,-64.44657534246575,0.0,1.0,2765.0,1648.0,2,0.0,0.11873272799052507,0,0,3130.0,1,2292.0,4094.0,0,1,2292.0,0.0,1,0,0,1,0.0,0,111864.5,10317.0,111864.5,0.3333333333333333,0,306361,0,90000.0,843858.0,26626.5,26626.5
0.6529384361715459,0.1704461230452281,-37.74794520547945,0.16666666666666666,0.75,2555.0,3647.0,2,0.3333333333333333,0.2646973435912324,1,0,648.0,1,21.0,5821.0,0,1,1067.0,0.25,0,1,0,1,21.0,0,564403.0714285712,3098.0,320240.9666666667,0.5,0,262913,1,114750.0,808650.0,31464.0,31464.0
0.4074443540840809,0.5028782772082183,-31.421917808219177,0.0,1.0,883.0,867.0,2,0.0,0.07559508239602407,0,0,1270.0,1,883.0,2294.0,1,1,883.0,0.0,0,1,0,1,0.0,0,0.0,2637.0,0.0,1.0,0,263679,0,157500.0,1105083.0,39825.0,39825.0
0.7564625800013871,0.5352762504724826,-48.14794520547945,0.0,0.0,0.0,1648.0,1,0.0,0.11873272799052507,0,1,147.0,1,0.0,1100.0,0,0,0.0,0.0,1,0,0,0,0.0,0,0.0,11392.0,0.0,0.0,0,222744,0,225000.0,1350000.0,67500.0,67500.0
0.5659614260608526,0.5352762504724826,-30.545205479452054,0.0,0.5,1766.0,596.0,2,0.0,0.05345770921158848,0,1,972.0,1,43.0,2874.0,0,0,43.0,0.5,0,1,0,1,149.0,0,235804.1984615384,807.0,216672.8974358974,0.0,0,351450,0,585000.0,1288350.0,41692.5,41692.5
0.6349416831417323,0.6296742509538716,-53.1972602739726,0.0,0.3333333333333333,2861.0,1648.0,3,0.0,0.11873272799052507,0,0,2014.0,0,505.0,2962.0,0,1,2861.0,0.6666666666666666,1,0,0,0,505.0,0,1850245.3333333333,3282.0,0.0,0.5,0,175267,0,135000.0,881055.0,35073.0,35073.0
